"contID","ko","contig","rank","taxid","score"
"ko\:K00001\:contig00787","K00001","contig00787","f","204434",67
"ko\:K00001\:contig00787","K00001","contig00787","g","658061",33
"ko\:K00001\:contig00787","K00001","contig00787","s","658062",33
"ko\:K00001\:contig00788","K00001","contig00788","k","2",100
"ko\:K00001\:contig00788","K00001","contig00788","p","201174",100
"ko\:K00001\:contig00788","K00001","contig00788","c","1760",100
"ko\:K00001\:contig00788","K00001","contig00788","o","2037",100
"ko\:K00001\:contig00788","K00001","contig00788","f","85021",50
"ko\:K00001\:contig00788","K00001","contig00788","g","99479",50
"ko\:K00001\:contig00788","K00001","contig00788","s","99480",50
"ko\:K00001\:contig00789","K00001","contig00789","k","2",100
"ko\:K00001\:contig00789","K00001","contig00789","p","1224",100
"ko\:K00001\:contig00789","K00001","contig00789","c","28216",100
"ko\:K00001\:contig00789","K00001","contig00789","o","206389",82
"ko\:K00001\:contig00789","K00001","contig00789","f","75787",82
"ko\:K00001\:contig00789","K00001","contig00789","g","33057",41
"ko\:K00001\:contig00789","K00001","contig00789","s","76112",6
"ko\:K00001\:contig00790","K00001","contig00790","k","2",100
"ko\:K00001\:contig00790","K00001","contig00790","p","1224",100
"ko\:K00001\:contig00790","K00001","contig00790","c","28216",52
"ko\:K00001\:contig00790","K00001","contig00790","o","80840",52
"ko\:K00001\:contig00790","K00001","contig00790","f","119060",43
"ko\:K00001\:contig00790","K00001","contig00790","g","32008",30
"ko\:K00001\:contig00790","K00001","contig00790","s","87882",9
"ko\:K00001\:contig00790","K00001","contig00790","s","152480",9
"ko\:K00001\:contig00791","K00001","contig00791","k","2",94
"ko\:K00001\:contig00791","K00001","contig00791","p","1224",59
"ko\:K00001\:contig00791","K00001","contig00791","c","28216",47
"ko\:K00001\:contig00791","K00001","contig00791","o","80840",47
"ko\:K00001\:contig00791","K00001","contig00791","f","119060",47
"ko\:K00001\:contig00791","K00001","contig00791","g","32008",47
"ko\:K00001\:contig00791","K00001","contig00791","s","765414",6
"ko\:K00001\:contig00792","K00001","contig00792","k","2157",56
"ko\:K00001\:contig00792","K00001","contig00792","p","651137",56
"ko\:K00001\:contig00792","K00001","contig00792","o","31932",33
"ko\:K00001\:contig00792","K00001","contig00792","f","338190",33
"ko\:K00001\:contig00792","K00001","contig00792","g","338191",33
"ko\:K00001\:contig00792","K00001","contig00792","s","338192",11
"ko\:K00001\:contig00793","K00001","contig00793","k","2",100
"ko\:K00001\:contig00793","K00001","contig00793","p","1224",100
"ko\:K00001\:contig00793","K00001","contig00793","c","28211",100
"ko\:K00001\:contig00793","K00001","contig00793","o","356",100
"ko\:K00001\:contig00793","K00001","contig00793","f","41294",100
"ko\:K00001\:contig00793","K00001","contig00793","g","374",100
"ko\:K00001\:contig00793","K00001","contig00793","s","29448",16
"ko\:K00001\:contig00794","K00001","contig00794","k","2",100
"ko\:K00001\:contig00794","K00001","contig00794","p","1224",80
"ko\:K00001\:contig00794","K00001","contig00794","c","28211",80
"ko\:K00001\:contig00794","K00001","contig00794","s","1333998",20
"ko\:K00001\:contig00795","K00001","contig00795","k","2",100
"ko\:K00001\:contig00795","K00001","contig00795","p","1224",88
"ko\:K00001\:contig00795","K00001","contig00795","c","28216",60
"ko\:K00001\:contig00795","K00001","contig00795","o","80840",60
"ko\:K00001\:contig00795","K00001","contig00795","f","80864",32
"ko\:K00001\:contig00795","K00001","contig00795","g","34072",12
"ko\:K00001\:contig00795","K00001","contig00795","s","34073",8
"ko\:K00001\:contig00796","K00001","contig00796","k","2",100
"ko\:K00001\:contig00796","K00001","contig00796","p","1224",100
"ko\:K00001\:contig00796","K00001","contig00796","c","28216",100
"ko\:K00001\:contig00796","K00001","contig00796","o","206389",56
"ko\:K00001\:contig00796","K00001","contig00796","f","75787",56
"ko\:K00001\:contig00796","K00001","contig00796","g","73029",22
"ko\:K00001\:contig00796","K00001","contig00796","s","73030",11
"ko\:K00001\:contig00797","K00001","contig00797","k","2",100
"ko\:K00001\:contig00797","K00001","contig00797","p","1117",50
"ko\:K00001\:contig00797","K00001","contig00797","c","307596",50
"ko\:K00001\:contig00797","K00001","contig00797","o","307595",50
"ko\:K00001\:contig00797","K00001","contig00797","g","33071",50
"ko\:K00001\:contig00797","K00001","contig00797","s","33072",50
"ko\:K00001\:contig00798","K00001","contig00798","k","2",100
"ko\:K00001\:contig00798","K00001","contig00798","p","57723",100
"ko\:K00001\:contig00798","K00001","contig00798","c","204432",50
"ko\:K00001\:contig00798","K00001","contig00798","o","204433",50
"ko\:K00001\:contig00798","K00001","contig00798","f","204434",50
"ko\:K00001\:contig00798","K00001","contig00798","s","1267535",50
"ko\:K00001\:contig00799","K00001","contig00799","k","2",100
"ko\:K00001\:contig00799","K00001","contig00799","p","976",53
"ko\:K00001\:contig00799","K00001","contig00799","c","768503",24
"ko\:K00001\:contig00799","K00001","contig00799","o","768507",24
"ko\:K00001\:contig00799","K00001","contig00799","f","563798",12
"ko\:K00001\:contig00799","K00001","contig00799","g","246875",12
"ko\:K00001\:contig00799","K00001","contig00799","s","388413",6
"ko\:K00001\:contig00800","K00001","contig00800","k","2",100
"ko\:K00001\:contig00800","K00001","contig00800","p","1224",100
"ko\:K00001\:contig00800","K00001","contig00800","c","28211",100
"ko\:K00001\:contig00800","K00001","contig00800","o","356",100
"ko\:K00001\:contig00800","K00001","contig00800","f","41294",44
"ko\:K00001\:contig00800","K00001","contig00800","g","1073",28
"ko\:K00001\:contig00800","K00001","contig00800","s","1076",24
"ko\:K00001\:contig00801","K00001","contig00801","k","2",100
"ko\:K00001\:contig00801","K00001","contig00801","p","1224",100
"ko\:K00001\:contig00801","K00001","contig00801","c","28211",100
"ko\:K00001\:contig00801","K00001","contig00801","o","356",96
"ko\:K00001\:contig00801","K00001","contig00801","f","772",56
"ko\:K00001\:contig00801","K00001","contig00801","g","773",56
"ko\:K00001\:contig00801","K00001","contig00801","s","803",8
"ko\:K00001\:contig00802","K00001","contig00802","k","2",100
"ko\:K00001\:contig00802","K00001","contig00802","p","1224",80
"ko\:K00001\:contig00802","K00001","contig00802","c","28211",80
"ko\:K00001\:contig00802","K00001","contig00802","s","1333998",20
"ko\:K00001\:contig00803","K00001","contig00803","k","2",100
"ko\:K00001\:contig00803","K00001","contig00803","p","976",65
"ko\:K00001\:contig00803","K00001","contig00803","c","768503",48
"ko\:K00001\:contig00803","K00001","contig00803","o","768507",48
"ko\:K00001\:contig00803","K00001","contig00803","f","563798",39
"ko\:K00001\:contig00803","K00001","contig00803","g","246875",17
"ko\:K00001\:contig00803","K00001","contig00803","s","388413",4
"ko\:K00001\:contig00804","K00001","contig00804","k","2",100
"ko\:K00001\:contig00804","K00001","contig00804","p","1224",100
"ko\:K00001\:contig00804","K00001","contig00804","c","1236",100
"ko\:K00001\:contig00804","K00001","contig00804","o","72274",96
"ko\:K00001\:contig00804","K00001","contig00804","f","468",96
"ko\:K00001\:contig00804","K00001","contig00804","g","469",96
"ko\:K00001\:contig00804","K00001","contig00804","s","909768",88
"ko\:K00001\:contig00804","K00001","contig00804","s","470",68
"ko\:K00001\:contig00805","K00001","contig00805","k","2",100
"ko\:K00001\:contig00805","K00001","contig00805","p","1224",84
"ko\:K00001\:contig00805","K00001","contig00805","c","28216",44
"ko\:K00001\:contig00805","K00001","contig00805","o","80840",44
"ko\:K00001\:contig00805","K00001","contig00805","f","80864",28
"ko\:K00001\:contig00805","K00001","contig00805","g","52972",8
"ko\:K00001\:contig00805","K00001","contig00805","s","216465",4
"ko\:K00001\:contig00806","K00001","contig00806","k","2",100
"ko\:K00001\:contig00806","K00001","contig00806","p","1224",76
"ko\:K00001\:contig00806","K00001","contig00806","c","28216",60
"ko\:K00001\:contig00806","K00001","contig00806","o","80840",56
"ko\:K00001\:contig00806","K00001","contig00806","f","119060",56
"ko\:K00001\:contig00806","K00001","contig00806","g","32008",56
"ko\:K00001\:contig00806","K00001","contig00806","s","87882",48
"ko\:K00001\:contig00806","K00001","contig00806","s","95486",24
"ko\:K00001\:contig00807","K00001","contig00807","k","2",100
"ko\:K00001\:contig00807","K00001","contig00807","p","1224",100
"ko\:K00001\:contig00807","K00001","contig00807","c","28211",100
"ko\:K00001\:contig00807","K00001","contig00807","o","356",100
"ko\:K00001\:contig00807","K00001","contig00807","f","82115",48
"ko\:K00001\:contig00807","K00001","contig00807","g","28105",16
"ko\:K00001\:contig00807","K00001","contig00807","s","380",12
"ko\:K00001\:contig00808","K00001","contig00808","k","2",100
"ko\:K00001\:contig00808","K00001","contig00808","p","1224",96
"ko\:K00001\:contig00808","K00001","contig00808","c","28216",72
"ko\:K00001\:contig00808","K00001","contig00808","o","80840",28
"ko\:K00001\:contig00808","K00001","contig00808","f","506",24
"ko\:K00001\:contig00808","K00001","contig00808","g","290425",16
"ko\:K00001\:contig00808","K00001","contig00808","s","310575",12
"ko\:K00001\:contig00809","K00001","contig00809","k","2",100
"ko\:K00001\:contig00809","K00001","contig00809","p","976",58
"ko\:K00001\:contig00809","K00001","contig00809","c","768503",42
"ko\:K00001\:contig00809","K00001","contig00809","o","768507",42
"ko\:K00001\:contig00809","K00001","contig00809","f","563798",32
"ko\:K00001\:contig00809","K00001","contig00809","g","246875",21
"ko\:K00001\:contig00809","K00001","contig00809","s","388413",5
"ko\:K00001\:contig00810","K00001","contig00810","k","2",100
"ko\:K00001\:contig00810","K00001","contig00810","p","201174",92
"ko\:K00001\:contig00810","K00001","contig00810","c","1760",92
"ko\:K00001\:contig00810","K00001","contig00810","o","2037",92
"ko\:K00001\:contig00810","K00001","contig00810","f","1762",83
"ko\:K00001\:contig00810","K00001","contig00810","g","1763",83
"ko\:K00001\:contig00810","K00001","contig00810","s","670516",25
"ko\:K00001\:contig00810","K00001","contig00810","s","36809",25
"ko\:K00001\:contig00811","K00001","contig00811","k","2",100
"ko\:K00001\:contig00811","K00001","contig00811","p","57723",100
"ko\:K00001\:contig00811","K00001","contig00811","c","332159",67
"ko\:K00001\:contig00811","K00001","contig00811","o","332160",67
"ko\:K00001\:contig00811","K00001","contig00811","f","332161",33
"ko\:K00001\:contig00811","K00001","contig00811","g","332162",33
"ko\:K00001\:contig00811","K00001","contig00811","s","332163",33
"ko\:K00001\:contig00812","K00001","contig00812","k","2",100
"ko\:K00001\:contig00812","K00001","contig00812","p","1224",96
"ko\:K00001\:contig00812","K00001","contig00812","c","1236",48
"ko\:K00001\:contig00812","K00001","contig00812","o","72274",36
"ko\:K00001\:contig00812","K00001","contig00812","f","135621",36
"ko\:K00001\:contig00812","K00001","contig00812","g","286",36
"ko\:K00001\:contig00812","K00001","contig00812","s","136841",12
"ko\:K00001\:contig00812","K00001","contig00812","s","53412",8
"ko\:K00001\:contig00813","K00001","contig00813","k","2",100
"ko\:K00001\:contig00813","K00001","contig00813","p","976",44
"ko\:K00001\:contig00813","K00001","contig00813","c","768503",22
"ko\:K00001\:contig00813","K00001","contig00813","o","768507",22
"ko\:K00001\:contig00813","K00001","contig00813","f","563798",11
"ko\:K00001\:contig00813","K00001","contig00813","g","246875",11
"ko\:K00001\:contig00813","K00001","contig00813","s","226504",6
"ko\:K00001\:contig00815","K00001","contig00815","k","2",100
"ko\:K00001\:contig00815","K00001","contig00815","p","1224",100
"ko\:K00001\:contig00815","K00001","contig00815","c","28211",45
"ko\:K00001\:contig00815","K00001","contig00815","o","356",45
"ko\:K00001\:contig00815","K00001","contig00815","f","41294",45
"ko\:K00001\:contig00815","K00001","contig00815","g","1073",45
"ko\:K00001\:contig00815","K00001","contig00815","s","1076",36
"ko\:K00001\:contig00816","K00001","contig00816","k","2",100
"ko\:K00001\:contig00816","K00001","contig00816","p","1224",88
"ko\:K00001\:contig00816","K00001","contig00816","c","28216",59
"ko\:K00001\:contig00816","K00001","contig00816","o","80840",59
"ko\:K00001\:contig00816","K00001","contig00816","f","80864",47
"ko\:K00001\:contig00816","K00001","contig00816","g","283",24
"ko\:K00001\:contig00816","K00001","contig00816","s","285",18
"ko\:K00001\:contig00817","K00001","contig00817","k","2",100
"ko\:K00001\:contig00817","K00001","contig00817","p","1224",89
"ko\:K00001\:contig00817","K00001","contig00817","c","28216",72
"ko\:K00001\:contig00817","K00001","contig00817","o","206389",61
"ko\:K00001\:contig00817","K00001","contig00817","f","75787",61
"ko\:K00001\:contig00817","K00001","contig00817","g","33057",39
"ko\:K00001\:contig00817","K00001","contig00817","s","76112",6
"ko\:K00001\:contig00818","K00001","contig00818","k","2",100
"ko\:K00001\:contig00818","K00001","contig00818","p","1224",92
"ko\:K00001\:contig00818","K00001","contig00818","c","28216",68
"ko\:K00001\:contig00818","K00001","contig00818","o","80840",64
"ko\:K00001\:contig00818","K00001","contig00818","f","119060",60
"ko\:K00001\:contig00818","K00001","contig00818","g","32008",40
"ko\:K00001\:contig00818","K00001","contig00818","s","312026",8
"ko\:K00001\:contig00819","K00001","contig00819","k","2",100
"ko\:K00001\:contig00819","K00001","contig00819","p","203682",70
"ko\:K00001\:contig00819","K00001","contig00819","c","203683",70
"ko\:K00001\:contig00819","K00001","contig00819","o","112",70
"ko\:K00001\:contig00819","K00001","contig00819","f","126",70
"ko\:K00001\:contig00819","K00001","contig00819","g","265488",70
"ko\:K00001\:contig00819","K00001","contig00819","s","265606",40
"ko\:K00001\:contig00820","K00001","contig00820","k","2",100
"ko\:K00001\:contig00820","K00001","contig00820","p","1224",72
"ko\:K00001\:contig00820","K00001","contig00820","c","28211",36
"ko\:K00001\:contig00820","K00001","contig00820","o","356",32
"ko\:K00001\:contig00820","K00001","contig00820","f","82115",24
"ko\:K00001\:contig00820","K00001","contig00820","g","357",12
"ko\:K00001\:contig00820","K00001","contig00820","s","1183400",8
"ko\:K00001\:contig00820","K00001","contig00820","s","1176649",4
"ko\:K00001\:contig00821","K00001","contig00821","k","2",100
"ko\:K00001\:contig00821","K00001","contig00821","p","1224",100
"ko\:K00001\:contig00821","K00001","contig00821","c","28216",92
"ko\:K00001\:contig00821","K00001","contig00821","o","80840",84
"ko\:K00001\:contig00821","K00001","contig00821","f","119060",64
"ko\:K00001\:contig00821","K00001","contig00821","g","106589",56
"ko\:K00001\:contig00821","K00001","contig00821","s","164546",12
"ko\:K00001\:contig00822","K00001","contig00822","k","2",100
"ko\:K00001\:contig00822","K00001","contig00822","p","1224",100
"ko\:K00001\:contig00822","K00001","contig00822","c","28211",50
"ko\:K00001\:contig00822","K00001","contig00822","o","356",50
"ko\:K00001\:contig00822","K00001","contig00822","f","41294",33
"ko\:K00001\:contig00822","K00001","contig00822","g","374",17
"ko\:K00001\:contig00822","K00001","contig00822","s","29448",8
"ko\:K00001\:contig00823","K00001","contig00823","k","2",100
"ko\:K00001\:contig00823","K00001","contig00823","p","203682",58
"ko\:K00001\:contig00823","K00001","contig00823","c","203683",58
"ko\:K00001\:contig00823","K00001","contig00823","o","112",58
"ko\:K00001\:contig00823","K00001","contig00823","f","126",58
"ko\:K00001\:contig00823","K00001","contig00823","g","265488",58
"ko\:K00001\:contig00823","K00001","contig00823","s","265606",33
"ko\:K00001\:contig00824","K00001","contig00824","k","2",100
"ko\:K00001\:contig00824","K00001","contig00824","p","1224",95
"ko\:K00001\:contig00824","K00001","contig00824","c","28211",55
"ko\:K00001\:contig00824","K00001","contig00824","o","356",40
"ko\:K00001\:contig00824","K00001","contig00824","f","82115",35
"ko\:K00001\:contig00824","K00001","contig00824","g","28105",30
"ko\:K00001\:contig00824","K00001","contig00824","s","382",25
"ko\:K00001\:contig00825","K00001","contig00825","k","2",100
"ko\:K00001\:contig00825","K00001","contig00825","p","1224",100
"ko\:K00001\:contig00825","K00001","contig00825","c","28216",88
"ko\:K00001\:contig00825","K00001","contig00825","o","80840",76
